1,1,123456
2,2,123456
3,3,123456
4,4,123456
5,5,123456
6,6,123456
7,7,123456
8,8,123456
9,9,123456
10,10,123456
11,11,123456
12,12,123456
13,13,123456
14,14,123456
15,15,123456
16,16,123456
17,17,123456
18,18,123456
19,19,123456
20,20,123456
21,21,123456
22,22,123456
23,23,123456
24,24,123456
25,25,123456
26,26,123456
27,27,123456
28,28,123456
29,29,123456
30,30,123456
31,31,123456
32,32,123456
33,33,123456
34,34,123456
35,35,123456
36,36,123456
37,37,123456
38,38,123456
39,39,123456
40,40,123456
41,41,123456
42,42,123456
43,43,123456
44,44,123456
45,45,123456
46,46,123456
47,47,123456
48,48,123456
49,49,123456
50,50,123456
51,51,123456
52,52,123456
53,53,123456
54,54,123456
55,55,123456
56,56,123456
57,57,123456
58,58,123456
59,59,123456
60,60,123456
61,61,123456
62,62,123456
63,63,123456
64,64,123456
65,65,123456
66,66,123456
67,67,123456
68,68,123456
69,69,123456
70,70,123456
71,71,123456
72,72,123456
73,73,123456
74,74,123456
75,75,123456
76,76,123456
77,77,123456
78,78,123456
79,79,123456
80,80,123456
81,81,123456
82,82,123456
83,83,123456
84,84,123456
85,85,123456
86,86,123456
87,87,123456
88,88,123456
89,89,123456
90,90,123456
91,91,123456
92,92,123456
93,93,123456
94,94,123456
95,95,123456
96,96,123456
97,97,123456
98,98,123456
99,99,123456
100,100,123456
101,101,123456
102,102,123456
103,103,123456
104,104,123456
105,105,123456
106,106,123456
107,107,123456
108,108,123456
109,109,123456
110,110,123456
111,111,123456
112,112,123456
113,113,123456
114,114,123456
115,115,123456
116,116,123456
117,117,123456
118,118,123456
119,119,123456
120,120,123456
121,121,123456
122,122,123456
123,123,123456
124,124,123456
125,125,123456
126,126,123456
127,127,123456
128,128,123456
129,129,123456
130,130,123456
131,131,123456
132,132,123456
133,133,123456
134,134,123456
135,135,123456
136,136,123456
137,137,123456
138,138,123456
139,139,123456
140,140,123456
141,141,123456
142,142,123456
143,143,123456
144,144,123456
145,145,123456
146,146,123456
147,147,123456
148,148,123456
149,149,123456
150,150,123456
151,151,123456
152,152,123456
153,153,123456
